RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	-1336881	-1929235	12.075955	2.523499	12:04:33N	2:31:25E	31PDP4814334998	ND31-14	L	PRK		BN,NG,UV				BN,NG,UV	N			Parc National	PARCNATIONALDUWDUNIGER	Parc National du W du Niger	Parc National du W du Niger	WDUNIGER PARCNATIONALDU	W du Niger, Parc National du	W du Niger, Parc National du		2012-09-19	1,2,3,4,5	1			2012-09-19		
3	-1100060	-1627965	15	14	15:00:00N	14:00:00E	33PUS9248858569	ND33-02	L	AREA		CD,NG				CD,NG	N				MANGA	Manga	Manga	MANGA	Manga	Manga		2013-02-05	1,2,3,4,5	1			2013-02-15		
3	-3147563	-4441507	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		CM	00			NG	N				BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad	BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad		1994-03-29	1,2,3,4,5				1993-09-01		
3	-1103332	-1631994	17	2	17:00:00N	2:00:00E	31QCU9355279827	NE31-10	L	RGN		CD	00			NG	N				SAHEL	Sahel	Sahel	SAHEL	Sahel	Sahel		1994-04-07	1,2,3,4,5				1993-09-01		
3	-1085447	-1609685	17	2	17:00:00N	2:00:00E	31QCU9355279827	NE31-10	L	RGN		NG	00			NG	N				SAHEL	Sahel	Sahel	SAHEL	Sahel	Sahel		1994-03-29	1,2,3,4,5				1993-09-01		
3	-1079003	-1600931	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00			NG	N				BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad	BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad		1994-04-07	1,2,3,4,5				1993-09-01		
1	10085365	10300077	15.1256	1.1188	15:07:32N	1:07:08E	31PBS9784473084	ND31-01	L	AREA		ML	00			NG	N				IGILIMAMA	Igilimama	Igilimama	IGILIMAMA	Igilimama	Igilimama		2008-01-30	1,2,3,4				2008-01-30		
3	10470172	11003534	22.983629	13.791661	22:59:01N	13:47:30E	33QUF7614642218	NF33-06	L	AREA		LY,NG				NG	N				DJEBELATI	Djebel Ati	Djebel Ati	DJEBELATI	Djebel Ati	Djebel Ati		2016-08-11	1,2,3,4	1			2016-08-11		
3	-1100060	-1627973	15	14	15:00:00N	14:00:00E	33PUS9248858569	ND33-02	L	AREA		CD,NG					V				PLATEAUDUMANGA	Plateau du Manga	Plateau du Manga	MANGA PLATEAUDU	Manga, Plateau du	Manga, Plateau du		2013-02-05	1,2,3,4,5				1993-09-01		
3	10470172	11008215	22.983629	13.791661	22:59:01N	13:47:30E	33QUF7614642218	NF33-06	L	AREA		LY,NG				LY	N				JABALATI	Jabal Ati	Jabal Ati	JABALATI	Jabal Ati	Jabal Ati		2016-08-11	1,2,3,4				2016-08-11		
1	10603855	11269417	23.152548	11.835852	23:09:09N	11:50:09E	32QQL9037763234	NF32-04	L	AREA		NG	01				N	fra			OUARTADJEDJET	Ouar Tadjedjet	Ouar Tadjedjet	OUARTADJEDJET	Ouar Tadjedjet	Ouar Tadjedjet		2009-10-09	1,2,3,4	1			2009-10-09		
1	10595170	11250411	22.829297	11.812412	22:49:45N	11:48:45E	32QQL8866327373	NF32-08	L	AREA		NG	01				N				OUARTADJEDJET	Ouar Tadjedjet	Ouar Tadjedjet	OUARTADJEDJET	Ouar Tadjedjet	Ouar Tadjedjet		2009-09-22	1,2,3,4	1			2009-09-22		
1	-1082852	10697090	14.366667	6.233333	14:22:00N	6:14:00E	32PKA0160390067	ND32-05	L	RESF		NG	06				N			Forêt Classée	FORETCLASSEEDEKOROFAN	Forêt Classée de Korofan	Foret Classee de Korofan	KOROFAN FORETCLASSEEDE	Korofan, Forêt Classée de	Korofan, Foret Classee de		1993-12-18	1,2,3,4,5	1			2008-09-23		
1	-1082852	-1606222	14.366667	6.233333	14:22:00N	6:14:00E	32PKA0160390067	ND32-05	L	RESF		NG	06				V				FORETCLASSEEDEKAROFANE	Forêt Classée de Karofane	Foret Classee de Karofane	KAROFANE FORETCLASSEEDE	Karofane, Forêt Classée de	Karofane, Foret Classee de		1993-12-18	1,2,3,4,5				2008-09-23		
3	-1086303	-1610836	16.39	5.62	16:23:24N	5:37:12E	31QGU7985013882	NE31-16	L	LCTY		NG	06				N				TAOUDAOUENE	Taoudaouene	Taoudaouene	TAOUDAOUENE	Taoudaouene	Taoudaouene		2006-11-06	1,2,3,4,5	1			1993-09-01		
3	-1086303	-1610839	16.39	5.62	16:23:24N	5:37:12E	31QGU7985013882	NE31-16	L	LCTY		NG	06				V				TAOUDAWEN	Taoudawen	Taoudawen	TAOUDAWEN	Taoudawen	Taoudawen		2006-11-06	1,2,3,4,5				1993-09-01		
3	-1084612	-1608637	17.017778	7.735556	17:01:04N	7:44:08E	32QLD6541281956	NE32-10	L	LCTY		NG	01				N				MOUSTIKEL	Moustikél	Moustikel	MOUSTIKEL	Moustikél	Moustikel		2006-10-03	1,2,3,4,5	1			1993-09-01		
3	-1083430	-1607018	13.6	7.716667	13:36:00N	7:43:00E	32PLA6116503855	ND32-10	L	LCTY		NG	04				N				KOUFANFARANKAMA	Koufan Faran Kama	Koufan Faran Kama	KOUFANFARANKAMA	Koufan Faran Kama	Koufan Faran Kama		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1084589	-1608603	13.8	10.1	13:48:00N	10:06:00E	32PPA1889825880	ND32-11	L	RGN		NG	07				N				MOUNIO	Mounio	Mounio	MOUNIO	Mounio	Mounio		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1082755	-1606102	19.083333	12.866667	19:05:00N	12:52:00E	33QTB7553811415	NE33-01	L	OAS		NG	01				V	fra			KAOUAROASIS	Kaouar Oasis	Kaouar Oasis	KAOUAROASIS	Kaouar Oasis	Kaouar Oasis		1997-03-07	1,2,3,4,5,6,7,8,9				1993-09-01		
3	-1082755	-1606095	19.083333	12.866667	19:05:00N	12:52:00E	33QTB7553811415	NE33-01	L	OAS		NG	01				N	fra			KAOUAR	Kaouar	Kaouar	KAOUAR	Kaouar	Kaouar		1997-03-07	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1085447	-1609690	17	2	17:00:00N	2:00:00E	31QCU9355279827	NE31-10	L	RGN		NG	00				V				SAHELIENNE	Sahélienne	Sahelienne	SAHELIENNE	Sahélienne	Sahelienne		1994-03-29	1,2,3,4,5				1993-09-01		
3	-1085447	-1609688	17	2	17:00:00N	2:00:00E	31QCU9355279827	NE31-10	L	RGN		NG	00			MR	N				SAHEL	Sahel	Sahel	SAHEL	Sahel	Sahel		1994-03-29	1,2,3,4,5				1993-09-01		
3	-1085447	-1609687	17	2	17:00:00N	2:00:00E	31QCU9355279827	NE31-10	L	RGN		NG	00			ML	N				SAHEL	Sahel	Sahel	SAHEL	Sahel	Sahel		1994-03-29	1,2,3,4,5	1			1993-09-01		
3	-1085447	-1609686	17	2	17:00:00N	2:00:00E	31QCU9355279827	NE31-10	L	RGN		NG	00			CD	N				SAHEL	Sahel	Sahel	SAHEL	Sahel	Sahel		1994-03-29	1,2,3,4,5				1993-09-01		
3	-1083560	-1607186	20.383333	8.85	20:23:00N	8:51:00E	32QMH8434853909	NF32-14	L	SALT		NG	01				N				KOURIAADRINE	Kouria Adrine	Kouria Adrine	KOURIAADRINE	Kouria Adrine	Kouria Adrine		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1083560	-1607185	20.383333	8.85	20:23:00N	8:51:00E	32QMH8434853909	NF32-14	L	SALT		NG	01				V				KOURIAADRIN	Kouria Adrin	Kouria Adrin	KOURIAADRIN	Kouria Adrin	Kouria Adrin		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1082059	6547794	16.516667	5.700278	16:31:00N	5:42:01E	31QGU8824328020	NE31-16	L	LCTY		NG	06				N				EBOUKET	Eboukèt	Ebouket	EBOUKET	Eboukèt	Ebouket		2006-11-06	1,2,3,4,5	1			1993-09-01		
3	-1082059	-1605063	16.516667	5.700278	16:31:00N	5:42:01E	31QGU8824328020	NE31-16	L	LCTY		NG	06				V				IBEKAT	Ibekat	Ibekat	IBEKAT	Ibekat	Ibekat		2006-11-06	1,2,3,4,5				1993-09-01		
3	-1082056	-1605056	18.794444	6.673333	18:47:40N	6:40:24E	32QKF5476679688	NE32-05	L	LCTY		NG	01				V				IBATALENE	Ibatalene	Ibatalene	IBATALENE	Ibatalene	Ibatalene		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1082056	-1600179	18.794444	6.673333	18:47:40N	6:40:24E	32QKF5476679688	NE32-05	L	LCTY		NG	01				V				BATALEN	Batalen	Batalen	BATALEN	Batalen	Batalen		2006-06-08	1,2,3,4,5				1993-09-01		
3	-1082056	-1605055	18.794444	6.673333	18:47:40N	6:40:24E	32QKF5476679688	NE32-05	L	LCTY		NG	01				N				IBATALEN	Ibatalén	Ibatalen	IBATALEN	Ibatalén	Ibatalen		2006-06-08	1,2,3,4,5	1			1993-09-01		
3	-1077485	-1598769	14.5	9.75	14:30:00N	9:45:00E	32PNB8081703157	ND32-07	L	RGN		NG	07				N				ALAKOS	Alakos	Alakos	ALAKOS	Alakos	Alakos		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1077485	-1598770	14.5	9.75	14:30:00N	9:45:00E	32PNB8081703157	ND32-07	L	RGN		NG	07				V				ALAKOSS	Alakoss	Alakoss	ALAKOSS	Alakoss	Alakoss		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1079314	-1601330	13.483333	7.683333	13:29:00N	7:41:00E	32PLV5748990969	ND32-10	L	RESF		NG	04				N				FORETCLASSEEDEDANGABA	Forêt Classée de Dangaba	Foret Classee de Dangaba	DANGABA FORETCLASSEEDE	Dangaba, Forêt Classée de	Dangaba, Foret Classee de		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1079435	-1601469	13.466667	7.933333	13:28:00N	7:56:00E	32PLV8454388994	ND32-10	L	LCTY		NG	04				N				DANLAKA	Danlaka	Danlaka	DANLAKA	Danlaka	Danlaka		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1079472	-1601512	13.716667	8.433333	13:43:00N	8:26:00E	32PMA3873016463	ND32-10	L	RESF		NG	07				N			Forêt Classée	FORETCLASSEEDEDANOGOMNA	Forêt Classée de Dan Ogomna	Foret Classee de Dan Ogomna	DANOGOMNA FORETCLASSEEDE	Dan Ogomna, Forêt Classée de	Dan Ogomna, Foret Classee de		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1077889	-1599321	13.783333	4	13:47:00N	4:00:00E	31PFR0809623989	ND31-11	L	RGN		NG	03				N				AREOUA	Aréoua	Areoua	AREOUA	Aréoua	Areoua		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1077889	-1599326	13.783333	4	13:47:00N	4:00:00E	31PFR0809623989	ND31-11	L	RGN		NG	03				V				AREWA	Aréwa	Arewa	AREWA	Aréwa	Arewa		1993-12-18	1,2,3,4,5				1993-09-01		
3	-1077676	-1599031	16.843333	6.658056	16:50:36N	6:39:29E	32QKD5045163702	NE32-13	L	LCTY		NG	01				N				ANASSAFAR	Anassafar	Anassafar	ANASSAFAR	Anassafar	Anassafar		2006-06-27	1,2,3,4,5	1			1993-09-01		
3	-1077676	-1599029	16.843333	6.658056	16:50:36N	6:39:29E	32QKD5045163702	NE32-13	L	LCTY		NG	01				V				ANASAFAR	Anasafar	Anasafar	ANASAFAR	Anasafar	Anasafar		2006-06-27	1,2,3,4,5				1993-09-01		
3	-1078577	-1600333	13.783333	8.866667	13:47:00N	8:52:00E	32PMA8558823768	ND32-10	L	RESF		NG	07				N			Forêt Classée	FORETCLASSEEDEBERBERIKYA	Forêt Classée de Berbérikya	Foret Classee de Berberikya	BERBERIKYA FORETCLASSEEDE	Berbérikya, Forêt Classée de	Berberikya, Foret Classee de		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1082431	-1605688	18.62	4.948611	18:37:12N	4:56:55E	31QGA0558459899	NE31-08	L	RGN		NG	01				N				JADAL	Jadal	Jadal	JADAL	Jadal	Jadal		2007-03-19	1,2,3,4,5	1			2007-03-19		
3	-1083936	-1607700	18.657778	7.600278	18:39:28N	7:36:01E	32QLF5236963539	NE32-06	L	LCTY		NG	01				N				MADOUELA	Madouéla	Madouela	MADOUELA	Madouéla	Madouela		2006-06-20	1,2,3,4,5	1			1993-09-01		
3	-1083936	-1607669	18.657778	7.600278	18:39:28N	7:36:01E	32QLF5236963539	NE32-06	L	LCTY		NG	01				V				MADAOUELA	Madaouela	Madaouela	MADAOUELA	Madaouela	Madaouela		2006-06-20	1,2,3,4,5				1993-09-01		
3	-1080985	-1603778	14	6	14:00:00N	6:00:00E	32PJA7589649780	ND32-05	L	RGN		NG	06				N				GOBERTOUDOU	Gober Toudou	Gober Toudou	GOBERTOUDOU	Gober Toudou	Gober Toudou		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1080974	-1603767	13.8	6.85	13:48:00N	6:51:00E	32PKA6757226648	ND32-09	L	RGN		NG	04				N				GOBER	Gober	Gober	GOBER	Gober	Gober		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1082317	-1605484	18.761944	5.980833	18:45:43N	5:58:51E	31QHA1428977119	NE31-08	L	RGN		NG	01				N				INTABAREKKAT	I-n-Tabarekkat	I-n-Tabarekkat	INTABAREKKAT	I-n-Tabarekkat	I-n-Tabarekkat		2006-06-27	1,2,3,4,5	1			1993-09-01		
3	-1082317	-1605483	18.761944	5.980833	18:45:43N	5:58:51E	31QHA1428977119	NE31-08	L	RGN		NG	01				V				INTABARAKKAT	In Tabarakkat	In Tabarakkat	INTABARAKKAT	In Tabarakkat	In Tabarakkat		2006-06-27	1,2,3,4,5				1993-09-01		
3	-1082317	-1598347	18.761944	5.980833	18:45:43N	5:58:51E	31QHA1428977119	NE31-08	L	RGN		NG	01				V				ABARAKAT	Abarakat	Abarakat	ABARAKAT	Abarakat	Abarakat		2006-06-27	1,2,3,4,5				1993-09-01		
3	-1082317	-1610306	18.761944	5.980833	18:45:43N	5:58:51E	31QHA1428977119	NE31-08	L	RGN		NG	01				V			Oued	OUEDINTABARAKKAT	Oued In Tabarakkat	Oued In Tabarakkat	TABARAKKAT OUEDIN	Tabarakkat, Oued In	Tabarakkat, Oued In		2006-06-27	1,2,3,4,5				1993-09-01		
3	-1086833	-1611708	16.250556	4.195	16:15:02N	4:11:42E	31QFT2770297024	NE31-15	L	LCTY		NG	06				N				TINJEKODA	Ti-n-Jékoda	Ti-n-Jekoda	TINJEKODA	Ti-n-Jékoda	Ti-n-Jekoda		2006-06-22	1,2,3,4,5	1			1993-09-01		
3	-1082350	-1605534	16.590278	5.161667	16:35:25N	5:09:42E	31QGU3063535473	NE31-16	L	LCTY		NG	06				N				INTEBORAK	I-n-Teborak	I-n-Teborak	INTEBORAK	I-n-Teborak	I-n-Teborak		2006-11-06	1,2,3,4,5	1			1993-09-01		
3	203361	254044	16.75	5	16:45:00N	5:00:00E	31QGU1320352972	NE31-16	L	RGN		NG	06				N				AZAOUAGH	Azaouagh	Azaouagh	AZAOUAGH	Azaouagh	Azaouagh		1997-03-07	1,2,3,4,5,6,7,8,9	1			1997-03-07		
3	203432	254166	18.84	4.431389	18:50:24N	4:25:53E	31QFA5080983732	NE31-07	L	RGN		NG	01				N				TAMESNA	Tamesna	Tamesna	TAMESNA	Tamesna	Tamesna		2007-03-19	1,2,3,4,5,6,7,8,9	1			2007-03-19		
3	6314170	6457345	16.034722	4.610556	16:02:05N	4:36:38E	31QFT7230573445	NE31-16	L	LCTY		NG	06				N				IGUIFNITCHENAAR	Iguif-n-Itchénaar	Iguif-n-Itchenaar	IGUIFNITCHENAAR	Iguif-n-Itchénaar	Iguif-n-Itchenaar		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314171	6457346	16.056667	4.515	16:03:24N	4:30:54E	31QFT6206375796	NE31-16	L	LCTY		NG	06				N				ALAMON	Alamon	Alamon	ALAMON	Alamon	Alamon		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314172	6457347	16.013611	4.457222	16:00:49N	4:27:26E	31QFT5591470988	NE31-15	L	LCTY		NG	06				N				BAKOURET	Bakouret	Bakouret	BAKOURET	Bakouret	Bakouret		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314176	6457352	16.143056	4.661944	16:08:35N	4:39:43E	31QFT7770885476	NE31-16	L	LCTY		NG	06				N				CHIDRAEL	Chidraèl	Chidrael	CHIDRAEL	Chidraèl	Chidrael		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314178	6457355	16.145	4.739444	16:08:42N	4:44:22E	31QFT8599585760	NE31-16	L	LCTY		NG	06				N				INTAZO	I-n-Tazo	I-n-Tazo	INTAZO	I-n-Tazo	I-n-Tazo		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314180	6457357	16.123333	4.8775	16:07:24N	4:52:39E	31QGT0078483492	NE31-16	L	LCTY		NG	06				N				IBARDA	Ibarda	Ibarda	IBARDA	Ibarda	Ibarda		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314181	6457358	16.122778	4.828889	16:07:22N	4:49:44E	31QFT9558483384	NE31-16	L	LCTY		NG	06				N				IGUENDEL	Iguendel	Iguendel	IGUENDEL	Iguendel	Iguendel		2006-06-22	1,2,3,4	1			1993-09-01		
3	6313589	6407668	18.063889	6.621667	18:03:50N	6:37:18E	32QKE4825598875	NE32-05	L	LCTY		NG	01				N				TAKARECH	Takarech	Takarech	TAKARECH	Takarech	Takarech		2006-06-08	1,2,3,4	1			1993-09-01		
3	6314246	6457423	16.404167	4.557778	16:24:15N	4:33:28E	31QFU6634714282	NE31-16	L	LCTY		NG	06				N				INTERITCH	I-n-Téritch	I-n-Teritch	INTERITCH	I-n-Téritch	I-n-Teritch		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314026	6445611	18.962778	7.400556	18:57:46N	7:24:02E	32QLF3160497473	NE32-05	L	LCTY		NG	01				N				TCHINTIGUIT	Tchi-n-Tiguit	Tchi-n-Tiguit	TCHINTIGUIT	Tchi-n-Tiguit	Tchi-n-Tiguit		2006-06-20	1,2	1			1993-09-01		
3	6314029	6445614	18.803611	7.291944	18:48:13N	7:17:31E	32QLF1999679963	NE32-05	L	LCTY		NG	01				N				ALEBOK	Alebok	Alebok	ALEBOK	Alebok	Alebok		2006-06-20	1,2	1			1993-09-01		
3	6314031	6445616	18.859167	7.091944	18:51:33N	7:05:31E	32QKF9897986327	NE32-05	L	LCTY		NG	01				N				EGDYOUAN	Egdyouan	Egdyouan	EGDYOUAN	Egdyouan	Egdyouan		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314037	6445623	18.714722	7.771389	18:42:53N	7:46:17E	32QLF7046269708	NE32-06	L	LCTY		NG	01				N				HEROG	Hérog	Herog	HEROG	Hérog	Herog		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314039	6445625	18.658056	7.716667	18:39:29N	7:43:00E	32QLF6464763478	NE32-06	L	LCTY		NG	01				N				WOURTEWEN	Wourtéwen	Wourtewen	WOURTEWEN	Wourtéwen	Wourtewen		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314041	6445627	18.530278	7.736944	18:31:49N	7:44:13E	32QLF6668649322	NE32-06	L	LCTY		NG	01				N				OURTISELIN	Ourtiselin	Ourtiselin	OURTISELIN	Ourtiselin	Ourtiselin		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314043	6445629	18.459444	7.739167	18:27:34N	7:44:21E	32QLF6686641482	NE32-06	L	LCTY		NG	01				N				TANGIMA	Tangima	Tangima	TANGIMA	Tangima	Tangima		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314044	6445630	18.459167	7.580278	18:27:33N	7:34:49E	32QLF5008641575	NE32-06	L	LCTY		NG	01				N				TCHIMOZENOUG	Tchimozenoug	Tchimozenoug	TCHIMOZENOUG	Tchimozenoug	Tchimozenoug		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314203	6457380	16.649722	4.7375	16:38:59N	4:44:15E	31QFU8530941611	NE31-16	L	LCTY		NG	06				N				ARGUEMBA	Arguèmba	Arguemba	ARGUEMBA	Arguèmba	Arguemba		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314206	6457383	16.021667	4.851389	16:01:18N	4:51:05E	31QFT9809172216	NE31-16	L	LCTY		NG	06				N				INTORO	I-n-Toro	I-n-Toro	INTORO	I-n-Toro	I-n-Toro		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314207	6457384	16.0475	4.816389	16:02:51N	4:48:59E	31QFT9432075041	NE31-16	L	LCTY		NG	06				N				TCHOUKOULOULANE	Tchoukouloulane	Tchoukouloulane	TCHOUKOULOULANE	Tchoukouloulane	Tchoukouloulane		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314216	6457393	16.965556	4.949444	16:57:56N	4:56:58E	31QGU0757676775	NE31-16	L	LCTY		NG	06				N				IRHAGANE	Ir Hagane	Ir Hagane	IRHAGANE	Ir Hagane	Ir Hagane		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314218	6457395	16.793611	4.946111	16:47:37N	4:56:46E	31QGU0740957741	NE31-16	L	LCTY		NG	06				N				TINGHOUTENE	Ti-n-Ghoutene	Ti-n-Ghoutene	TINGHOUTENE	Ti-n-Ghoutene	Ti-n-Ghoutene		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314223	6457400	16.711944	4.693889	16:42:43N	4:41:38E	31QFU8059848457	NE31-16	L	LCTY		NG	06				N				TAZAR	Tazar	Tazar	TAZAR	Tazar	Tazar		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314229	6457406	16.804444	4.759444	16:48:16N	4:45:34E	31QFU8749958754	NE31-16	L	LCTY		NG	06				N				AJENE	Ajène	Ajene	AJENE	Ajène	Ajene		2006-06-22	1,2,3,4	1			1993-09-01		
3	6313587	6407666	18.5475	6.224444	18:32:51N	6:13:28E	32QKF0700053019	NE32-05	L	LCTY		NG	01				N				TIMMERSOI	Tim-Mersoi	Tim-Mersoi	TIMMERSOI	Tim-Mersoi	Tim-Mersoi		2006-06-08	1,2,3,4	1			1993-09-01		
3	6331290	6542843	17.685556	7.654722	17:41:08N	7:39:17E	32QLE5732455906	NE32-10	L	LCTY		NG	01				N				OURICHA	Ouricha	Ouricha	OURICHA	Ouricha	Ouricha		2006-10-03	1,2,3,4	1			1993-09-01		
3	6331292	6542845	17.696389	7.338611	17:41:47N	7:20:19E	32QLE2380257372	NE32-09	L	RGN		NG	01				N				SEKKIRET	Sékkirét	Sekkiret	SEKKIRET	Sékkirét	Sekkiret		2006-10-03	1,2,3,4	1			1993-09-01		
3	6331294	6542847	17.581389	7.431389	17:34:53N	7:25:53E	32QLE3353844561	NE32-09	L	AREA		NG	01				N				TAOURDE	Taourdé	Taourde	TAOURDE	Taourdé	Taourde		2006-10-03	1,2,3,4	1			1993-09-01		
3	6331298	6542851	17.328056	7.066944	17:19:41N	7:04:01E	32QKE9456816879	NE32-09	L	RGN		NG	01				N				TCHIDRARIN	Tchidrarin	Tchidrarin	TCHIDRARIN	Tchidrarin	Tchidrarin		2006-10-03	1,2,3,4	1			1993-09-01		
3	-1086551	-1611231	14.470515	12.345755	14:28:14N	12:20:45E	33PTS1386901421	ND33-05	L	LCTY		NG	02				N				TEL	Tel	Tel	TEL	Tel	Tel		2013-01-24	1,2,3,4,5	1			2013-01-24		
3	6331333	6542891	17.216944	7.139167	17:13:01N	7:08:21E	32QLE0212704506	NE32-09	L	LCTY		NG	01				N				TAGHESENZOUTOU	Taghes-en-Zoutou	Taghes-en-Zoutou	TAGHESENZOUTOU	Taghes-en-Zoutou	Taghes-en-Zoutou		2006-10-03	1,2	1			1993-09-01		
3	6331336	6542894	17.119444	7.169167	17:07:10N	7:10:09E	32QLD0521693685	NE32-09	L	LCTY		NG	01				N				TAMAJOUT	Tamajout	Tamajout	TAMAJOUT	Tamajout	Tamajout		2006-10-03	1,2	1			1993-09-01		
3	6331337	6542895	17.139444	7.024444	17:08:22N	7:01:28E	32QKD8983796049	NE32-09	L	LCTY		NG	01				N				TIMOUKAL	Timoukal	Timoukal	TIMOUKAL	Timoukal	Timoukal		2006-10-03	1,2	1			1993-09-01		
3	6314913	6484062	16.548056	6.7725	16:32:53N	6:46:21E	32QKD6228630876	NE32-13	L	LCTY		NG	01				N				TINAGEROUF	Ti-n-Agérouf	Ti-n-Agerouf	TINAGEROUF	Ti-n-Agérouf	Ti-n-Agerouf		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314918	6484067	16.505556	6.311944	16:30:20N	6:18:43E	32QKD1304626772	NE32-13	L	LCTY		NG	06				N				GERMAWEN	Germawén	Germawen	GERMAWEN	Germawén	Germawen		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314919	6484068	16.571111	6.012222	16:34:16N	6:00:44E	32QJD8113534483	NE32-13	L	LCTY		NG	06				N				DORHAR	Dorhar	Dorhar	DORHAR	Dorhar	Dorhar		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314921	6484070	16.957778	6.200278	16:57:28N	6:12:01E	32QKD0182377010	NE32-13	L	LCTY		NG	06				N				SOMAN	Soman	Soman	SOMAN	Soman	Soman		2006-06-27	1,2,3,4	1			1993-09-01		
3	6334658	6546804	16.578333	10.394444	16:34:42N	10:23:40E	32QPD4876933426	NE32-15	L	AREA		NG	07				N				DJINKEBI	Djinkebi	Djinkebi	DJINKEBI	Djinkebi	Djinkebi		2006-10-26	1,2,3,4	1			1993-09-01		
3	6334665	6546811	16.44	10.492778	16:26:24N	10:29:34E	32QPD5937618194	NE32-15	L	AREA		NG	07				N				ERENE	Erene	Erene	ERENE	Erene	Erene		2006-10-26	1,2,3,4	1			1993-09-01		
3	6334666	6546812	16.093889	10.1375	16:05:38N	10:08:15E	32QPC2165379656	NE32-15	L	AREA		NG	07				N				TCHIFAGAGUENE	Tchifagaguene	Tchifagaguene	TCHIFAGAGUENE	Tchifagaguene	Tchifagaguene		2006-10-26	1,2,3,4	1			1993-09-01		
3	6329813	6541111	16.753889	8.5675	16:45:14N	8:34:03E	32QMD5390352379	NE32-14	L	AREA		NG	01				V				ERHELGAOUENE	Erhel Gaouene	Erhel Gaouene	ERHELGAOUENE	Erhel Gaouene	Erhel Gaouene		2006-09-14	1,2,3,4				1993-09-01		
3	6329813	6541110	16.753889	8.5675	16:45:14N	8:34:03E	32QMD5390352379	NE32-14	L	AREA		NG	01				N				EGHELGAOUENE	Eghel Gaouene	Eghel Gaouene	EGHELGAOUENE	Eghel Gaouene	Eghel Gaouene		2006-09-14	1,2,3,4	1			1993-09-01		
3	6314416	6483300	18.330278	5.352778	18:19:49N	5:21:10E	31QGA4866028333	NE31-08	L	RGN		NG	01				V				AGHLALNEKLA	Aghlal-n-Ekla	Aghlal-n-Ekla	AGHLALNEKLA	Aghlal-n-Ekla	Aghlal-n-Ekla		2006-06-27	1,2,3,4				1993-09-01		
3	6314416	6483299	18.330278	5.352778	18:19:49N	5:21:10E	31QGA4866028333	NE31-08	L	RGN		NG	01				N				BAZI	Bazi	Bazi	BAZI	Bazi	Bazi		2006-06-27	1,2,3,4	1			1993-09-01		
